"Step","episodes_avail: 32 - normalized_score","episodes_avail: 32 - normalized_score__MIN","episodes_avail: 32 - normalized_score__MAX","episodes_avail: 64 - normalized_score","episodes_avail: 64 - normalized_score__MIN","episodes_avail: 64 - normalized_score__MAX","episodes_avail: 128 - normalized_score","episodes_avail: 128 - normalized_score__MIN","episodes_avail: 128 - normalized_score__MAX","episodes_avail: 256 - normalized_score","episodes_avail: 256 - normalized_score__MIN","episodes_avail: 256 - normalized_score__MAX","episodes_avail: 512 - normalized_score","episodes_avail: 512 - normalized_score__MIN","episodes_avail: 512 - normalized_score__MAX","episodes_avail: 1024 - normalized_score","episodes_avail: 1024 - normalized_score__MIN","episodes_avail: 1024 - normalized_score__MAX","episodes_avail: 2048 - normalized_score","episodes_avail: 2048 - normalized_score__MIN","episodes_avail: 2048 - normalized_score__MAX","episodes_avail: 4096 - normalized_score","episodes_avail: 4096 - normalized_score__MIN","episodes_avail: 4096 - normalized_score__MAX","episodes_avail: 8192 - normalized_score","episodes_avail: 8192 - normalized_score__MIN","episodes_avail: 8192 - normalized_score__MAX","episodes_avail: 16384 - normalized_score","episodes_avail: 16384 - normalized_score__MIN","episodes_avail: 16384 - normalized_score__MAX","episodes_avail: 32768 - normalized_score","episodes_avail: 32768 - normalized_score__MIN","episodes_avail: 32768 - normalized_score__MAX","episodes_avail: 65536 - normalized_score","episodes_avail: 65536 - normalized_score__MIN","episodes_avail: 65536 - normalized_score__MAX","episodes_avail: 131072 - normalized_score","episodes_avail: 131072 - normalized_score__MIN","episodes_avail: 131072 - normalized_score__MAX"
"30500","28.229813359731335","25.71565765492817","33.41321300226566","22.45366894438494","21.090861187351333","23.725918529270828","23.49037510478417","22.335794647922032","26.713450997385607","25.647033138662835","21.5050302654689","28.262584123697298","28.599664313863403","24.793205413533574","34.956757105794836","29.337160624096008","26.736511501944992","31.31569741894153","32.75111800394896","29.486406095109135","39.08883375587481","44.63975098601858","42.21340140035003","45.91696670131573","59.769324294929675","58.27245081147575","61.54889847013337","69.84595593323536","67.7293222779098","73.4520594516074","73.4070307416859","71.97559551110335","75.64994555401385","74.38834485694348","73.69210653867746","75.28750624810971","73.02257429408819","70.57756645863107","75.2662043382165"
"31000","27.31840592970282","25.831970858842716","30.07468558959706","23.512846686003165","21.75841894900016","26.019235398292174","22.104268216017598","19.80090446371715","24.223628151444316","24.492760945282676","23.200997694101407","24.997534640135665","25.944950600019013","22.637988529381257","30.677412707266825","28.509491777222003","24.304941902058054","33.51954855409769","34.97483777507159","32.56284580401213","37.78242625585329","42.43327614156261","40.60889188484","45.69481384156669","57.55916900781769","55.50143794028338","60.02794775877969","68.47955306114798","66.67659406921896","70.95634350021551","72.06874223216178","70.87514048817606","73.40724209457736","73.16307237719529","70.73154888671375","74.5062840304746","72.73027729001966","71.0437021185615","74.6576266699718"
"31500","27.231949261433204","23.266549919731347","32.06938412587614","22.84166531248667","18.489189854711494","29.51079904897976","22.091013685915698","21.374494071721443","23.091945978152996","29.10259896460245","28.471865318211375","29.792467442222982","27.7878951057789","26.500428591049353","29.761444368077818","27.746715452482952","24.512257305580672","31.297424267420958","32.87685555159157","31.207477025422858","34.44332218942045","44.82347874147567","43.139559532068084","47.953622352394845","57.24340213318217","56.50971016673284","58.931119594080684","69.30335636295641","65.2359364666109","71.78882658513388","72.92235876926112","71.36778465692159","74.8511107112252","73.53145757134398","72.49508047012253","74.54248058895898","73.20220648679184","71.41499474133046","75.9711408527038"
"32000","24.65932144157412","20.514412828211714","27.961328417425257","22.08753948140039","20.46895340903358","23.66883501118431","22.976587770549916","20.294168696235698","25.96898192613328","26.232695713638517","23.46623575499501","28.683944428151005","28.63649572375764","26.920338864220277","32.404997519330784","28.42021014552473","24.632485162967814","30.13751991077355","33.26121556944493","28.048397933188195","36.453558907406105","44.22191089838788","42.19940092108982","47.53220096152658","60.15128973515603","59.097554254086305","62.37984243487015","68.02939287386471","66.13020805660655","71.23186044463033","73.02677375278992","71.19826621206548","74.31702298752644","74.88496317126211","73.57170641876016","75.98201700663964","75.53669096025749","74.53317812002673","76.44778859504075"
"32500","25.891662817521055","24.48438463695581","27.00211656143689","21.383256858273153","15.807133322414893","26.313690201935046","21.071598156754145","18.91414978390032","24.926892510421936","27.600290293286015","26.30664463396662","28.15125123264593","24.995111085976824","22.709905882721298","27.23120828602873","28.596549747839845","25.87363112791031","31.464149380755767","35.0373715343888","31.61577008590019","40.57208479978879","44.51331347021085","43.60249967626644","46.516468553959015","58.70941042039359","54.4645215069707","61.70996946691092","67.98038019105003","64.27994034661367","71.2832392798468","72.58313849637503","71.11494331860484","74.06491025785354","74.71844283692829","73.04198225252549","75.93754739940637","75.48365176493658","74.89789222618603","76.36147970874231"
"33000","27.39680217470874","26.07930441090614","30.608460825142526","24.068129059787175","18.75365475176128","26.66814896225491","22.702182034617806","20.18800298901709","23.866810544937167","27.5713615613509","24.161649751559718","31.030318638738937","27.397733973698955","23.824546116223843","30.23506121604218","27.652111065079755","23.461311761871837","31.184558546302533","31.84823613554599","28.597566600240974","36.248773748781936","40.03854688729539","37.65528002014013","42.27865159905438","58.069361292097156","56.12562119235888","59.782261966138364","68.81329188052251","67.91811121275057","69.58501975557124","72.34642207427714","70.2814442983867","75.63065280261318","72.95957158484403","71.46963002993854","74.21429911578306","74.15075959130989","73.05660933660972","76.29409685858481"
"33500","25.637651357868293","20.693051338350898","29.572580823871856","22.70829270537036","19.69530757632602","25.504450347180995","21.762714148665392","17.912151083627794","25.585648748392913","25.792760313340562","23.23591021046242","30.071691120111783","25.12506121975089","23.578618753381352","26.62705468397907","28.778223584836034","26.268739902204757","30.080558004537806","33.08793205300442","32.07935757290964","34.35258294734022","42.78467308825781","40.14749479669993","44.20482031576116","57.68077857856756","56.854487478615525","58.71434259733819","68.19159315656698","67.76031002443544","68.75677768670569","72.3847656804573","71.4324997323878","73.17328280699466","72.85113446523444","72.01398842682556","73.5309033611026","74.82676462636275","73.03500948519152","75.85193512829468"
"34000","27.784872688977167","23.56428535319396","29.536303354087906","23.339115036437022","19.397413768062226","27.467565719648633","21.550356573270577","17.929577016453987","24.558475127280772","27.596890646492135","24.76373499732631","30.341671459312725","28.198041557919908","27.270260092441983","29.069462043745105","28.525447587038165","26.824190522156115","31.053599579002455","30.93335523387674","28.074401920061348","33.965056953646105","40.5038586163991","38.15357293802094","43.32972864877716","57.557259107717314","54.30174529304266","60.00344939931108","68.56271996620909","67.00347653471921","70.38114223997461","71.9035534436416","70.74924400710475","73.00859299226242","74.11287625218768","72.41445806807465","75.7087448093251","74.24910551233062","72.07623249147308","76.05260601900751"
"34500","24.577756121998384","21.48384077528824","29.072303814898543","22.28000728566674","20.13038518035302","24.2647521736994","23.421745435160688","21.581314039462647","25.93923358189253","26.373509909723992","22.37015831207462","28.33926148170051","30.06462092757731","28.552536870077905","31.20508529454446","27.268011524068772","24.54683972951481","31.879039587530066","30.003766520060395","26.084650634739514","32.93127982422517","42.391201822353615","40.32758392840653","43.78349537801151","56.43466789347197","54.036487868189184","58.00098655967204","68.65402690286231","67.16276776822248","70.4407389029145","73.18606317322799","71.55354175029393","74.55740582433766","74.36170318296573","73.11590369667195","75.75379511975065","75.26383077703623","73.41330897273649","76.69617886296228"
"35000","25.437093739254117","22.172900541792664","28.25477997630312","22.681151659715717","18.836027092877814","26.078935512849462","24.561603005199153","20.420518124105204","28.610438304421898","28.388273073525173","24.97508587131826","32.97137267425933","28.260750684830906","25.301619474727215","31.03283102046028","29.384720379626046","27.581744515867573","31.841658621877194","33.2968536843008","31.83890733889301","34.638743298987194","41.60509374539783","40.381462623795464","42.8231332124762","55.99833346318538","53.50054476925893","58.1531422959212","68.697123647989","65.97441124392842","70.53431940541233","72.3475586501251","70.61451916699335","73.55166562928548","73.2465071672919","71.52467186844822","74.73015673521738","74.91804805951143","74.45495961209431","75.94731422587331"
"35500","26.43109130394784","23.9685818217977","28.672236784140086","20.72604303509678","18.85259116650041","22.185694828907934","22.33063281007919","19.97778398269376","24.53994589891657","26.16694558041702","25.55951020725406","27.078365858918207","28.241821790317932","26.325103045434854","31.18130693274294","28.079438511616946","24.913523818365615","31.512095901350754","30.622417242964424","28.03743152965324","33.58294845143473","40.21348144928849","39.436254007706374","41.01944898188085","58.78974744412341","58.16900402424113","59.68945652586256","67.8904100157949","66.37213303871967","69.3528152610546","72.1210638846567","70.08963721828916","73.5495933558456","72.30386468994568","70.92512996389611","72.86262456784647","75.09335346485008","74.5722260481781","75.44425281081838"
"36000","28.02384654882438","24.20873579592901","31.783291196759873","22.275208738235932","21.667670391026565","23.62987376162439","21.829707513552638","19.227077323915324","24.28042948291155","28.797568681146707","23.62686068987806","34.24771565126516","29.435100418282207","25.732628113056364","31.891924679517057","28.414719863871547","26.322961717378725","29.73698981618485","30.643348196531576","28.435854530365923","32.92539432953491","39.84400415659745","39.602839170720344","40.32578575230693","56.48610267089357","54.47450629810176","59.31003663252595","67.56727566896413","64.19956360893654","69.322009975121","73.68273714409422","73.2608467385848","74.64833672983521","73.67169733001226","73.42480276963566","73.76950403659694","75.19851268374089","74.89651314146815","75.74378519217838"
"36500","24.56725912065046","22.79641347695763","27.4167966194712","21.946955506750758","15.993262719818077","24.129332763571483","23.543650380027625","21.467888877848836","29.117095208385063","27.561036362073928","24.20201509130023","30.74565859332296","28.324915244840522","25.69138385624134","30.69926691204446","28.221465930921706","25.661187127346057","30.01606622248339","31.162140709778605","28.73037325007339","33.64702902166196","40.90371501940594","38.930574830498664","42.28544229511654","57.34945447378699","55.52200171837871","60.98710080321176","68.65135061689875","67.10429196097833","71.55573760078809","72.66408408303163","71.49607919032275","74.1511463693445","74.03914868694211","73.05518055046704","75.24527923464123","74.36596923201806","71.64070605761664","75.48843491585305"
"37000","25.03423448273907","21.13966994062817","26.738889264365127","20.06941536338929","17.92594630564078","22.3939559967797","23.888362459306816","20.971305394578426","28.675808409937815","28.348456089627675","27.19052246832881","30.745201331282374","29.76071152140277","28.68090503719387","31.50704596244025","26.813578922051864","23.114228784713077","29.673581231978368","31.932013724765447","31.08215113093289","32.858304159793846","38.674740885402116","35.72731850935381","42.748627379301425","56.24400056348334","54.5539798398641","57.671039963030424","67.33448057698939","66.61651337723717","68.16898860793755","71.89914927880592","68.90166208985167","73.57648938489255","74.53881635127509","73.23088829728506","75.75169330276803","75.8396700340873","75.18906819707703","76.42997872849574"
"37500","24.822361237425294","21.461374452296553","27.91634080527285","21.02710824258793","19.03320548840407","25.546825037666338","20.812846657042968","16.525354537645306","23.993032931597003","28.061079085510258","26.75178526854015","28.88566531601862","29.95387057369549","27.36303284768635","35.43762565508231","28.69268683352855","26.318338473715087","30.311467348526726","30.83925587507275","27.50790895654969","34.0366879431508","40.01320779584633","38.46493690325143","42.63953492225405","56.24956588687875","54.94909746897256","57.350585648871984","69.20506961014559","68.04716849289282","70.30746142508953","72.23130383659925","70.16516801606836","73.87803116726973","75.0506639384503","74.1982213919036","76.49964888824631","74.76839319785344","72.87727204250531","76.7087007889076"
"38000","24.911896871339792","24.564874097544646","25.321267038065027","21.0591386157274","18.588660888958724","23.007906772486308","23.58554547615228","20.910528010633538","28.009824707082597","26.774011116293217","24.868245511396115","28.875479553032108","28.111827342243963","26.36679970623484","31.72711744984516","28.824866007819494","25.470373234950582","32.042412556255705","31.850414064314794","26.971495010424217","35.640175615057274","40.61370768088551","36.159015360838595","43.77663963783369","55.04245491038749","54.046395725422414","56.57321223447522","68.94695652499676","67.85559791674864","69.68417785194202","71.72350640258438","71.15924554357417","72.57295173217385","73.49259017413252","72.00499372122694","75.46195882872492","74.59420197778975","73.51431955321904","75.65859144268033"
"38500","25.32853515693833","21.37994306114019","28.218321303278813","24.700905836399983","22.664535778134912","28.223174312859534","23.097558443067673","21.84500722181001","26.388598880184645","26.88993462640158","24.250874080008685","29.236461754530602","29.610658983299743","25.910328091804057","32.35790975722214","26.58839620987849","22.98764170675063","29.91111371600447","31.225563619058043","27.777104467797187","34.28986160781249","41.0270520407899","37.3237737155529","42.919113900120955","55.56702523220732","52.94763877955606","58.41560978810085","68.81300670386082","68.19397151238094","69.76325952998856","72.327473189259","70.26359256751743","73.26598483088912","74.49478523240603","72.35997254531063","76.29946198989195","74.42900744257201","72.82188882315401","75.64423219648293"
"39000","23.76327717303941","23.11948731628886","24.741156623321643","23.32313811403763","20.744878567627584","27.780878973025867","23.40588485253647","19.932207870131453","29.245542382396465","28.1972966534773","26.01315594153506","29.57252367206728","31.288327029895832","28.069356938221336","33.87037232972046","26.06704167064015","24.116590517599978","28.483549839122507","30.228620588087537","28.99461946397239","31.553643463042853","40.768695527567004","37.879851806507254","43.709648711651546","57.13533501842045","54.9207165128004","59.84466373952076","67.03117052614384","65.57696069120603","68.28762114973605","72.06640600629889","71.19977079219689","72.7565261138884","73.67581785677112","71.41848730842847","75.24033417221926","74.38822298353297","73.39304100575755","75.47904623991006"
"39500","23.793672350922414","21.790983832473128","25.827088367615726","24.52484319228475","22.65043801297256","25.402521763511345","21.240987778434135","19.445406130551216","23.984662517678636","26.59874717976479","20.683633155355338","28.903659716901792","25.93939587708673","22.627166645631227","28.98220380502871","29.32066174347685","26.554104445164928","31.364978432044154","29.420015135635218","26.746664628776795","33.597529821075135","39.81258485083296","37.224075256259546","41.17126443941822","55.84011038676043","53.74302015653338","59.9209580322125","68.10267139836326","66.84999918571424","69.3456203352535","71.51291655131358","69.0334883647754","72.55240853377197","74.40634078148733","74.1059971104009","74.73509047973693","74.72568016167436","73.27453927775619","76.71577650389027"
"40000","25.79734420447508","22.986001691302725","28.419805442634406","23.364434178491997","21.085980228243184","25.74656999371855","23.18088320475118","22.176233180501626","24.36060925805484","27.70027975214882","25.560950862687974","28.827711027002344","27.660393288027088","24.17783711442035","31.1534393011219","29.281313403481477","25.44204157557634","32.39786276986961","31.588168140201063","30.726808291388608","32.27149981003649","41.00521928178672","40.02710031927415","41.65265336458112","57.4740542373997","55.353514453674734","60.456021505559555","67.59651649609688","66.89263517067164","68.11222518491957","73.51103340250052","71.16964216481468","76.00935392055695","74.0974944577825","72.04490566983863","76.3289305920479","74.70062255650365","73.26947038592661","77.16517938415814"
"40500","24.725695828089485","20.747738312380143","27.364458629088688","21.943412437620868","20.29318852570925","23.32983176763426","22.73375359210907","21.097920925452122","23.627245478180217","27.984885436860083","24.374831419266048","30.524428921201345","31.529118371294544","30.159562718331966","33.24067686418451","28.201986067311257","27.062450561600027","29.580898668400092","30.226614970141952","27.469011195828806","34.30023646137935","40.344344610815725","36.43856859504361","44.49655649488915","54.20071755180237","52.676687867734216","55.08339628071383","65.65409170790986","64.74813838096044","66.95749037822922","72.49671767670881","71.29762035185836","73.61116352607445","74.58653508301265","74.18524645860714","75.13938286611803","74.4977103401612","73.87095289608008","75.16176328979297"
"41000","27.019894762909647","23.221592002721536","28.54032528964518","20.262261982287825","16.731127623616842","23.212873020949136","22.884575872254935","18.527297808250495","28.056528482390696","26.95898912236203","24.2368443880788","30.169874100398157","31.036408075687625","28.874138049432656","33.62647114875804","27.72508541813116","25.55735867493358","30.332974444243042","31.51109709785829","28.745281152210968","32.71389541201867","40.28799717230053","37.364390525952814","42.06524374223999","56.85915550787941","54.34095106488503","59.17749453851411","66.54290871861315","64.71778387963569","68.957282461821","71.76862837082771","70.05471894156247","72.55294137051665","74.43716472564105","73.542924915263","75.40414482432743","74.90546559938188","72.66967129132355","77.19656327550003"
"41500","25.63179748212483","21.74049120013177","28.89057016865116","21.8086356084235","18.182821320760553","27.73473523864085","24.563211217440156","21.931111637405955","27.276145468361307","26.599174599633947","25.189824727688492","27.90226677551028","31.414125601774884","29.958098879596573","35.25390885756276","27.837342385616388","26.29215681798083","30.308518039567083","29.85264267017788","27.313815376623886","31.730557766041645","38.25316992482547","34.80379061553185","40.61809099230867","55.393721464119864","53.51077849947381","56.967223583461646","67.18610162469099","65.89630985231133","69.07165164197404","73.27826917836876","72.74945581225096","74.71016251730963","74.0362140415582","72.28605187595673","76.00214442087847","75.7014517414099","74.22237764671313","78.30815177791801"
"42000","25.578332614634682","22.89800330110508","27.63651385312097","23.776877161571004","20.451107005949822","26.867612957296505","20.834780583069957","14.627926477417372","24.05387357700864","27.26430362236991","22.42632993022061","30.174014645375003","26.5018613188322","24.77383628627498","28.318724134712735","27.44745343028103","24.07993196910808","30.733727586218468","30.845529953612388","28.834785788579758","34.73683853065441","38.57688049742761","36.47851972217392","40.24859604485256","55.24189385814604","54.16907356215411","57.34627346826028","65.26625904237916","60.48351303728977","67.6351269852982","73.25438711045038","71.51082170042942","75.55692759851252","73.58322411194047","70.87562563699696","75.25759038341249","75.46899975754337","74.97887480924665","76.16422662862877"
"42500","25.235135742209625","21.35098933029165","27.10193806417377","22.38736521034775","18.68892073142622","24.44888856049206","23.40985428621297","21.25886638820361","25.33035197375584","29.125675103256416","28.22757000411683","30.039545571641174","29.58097764848772","25.15897963276447","33.03363607342807","27.72263888934615","25.206568061329598","30.08113478858581","29.15485467038718","27.819269399000788","30.940685490457465","41.5095277388931","38.67023999314993","43.73248979144094","55.40413836323207","54.03096209483474","57.21209560964478","66.92389136164726","65.46939736831266","68.22573844132242","71.00579247417328","69.73749173958515","72.3592236473997","74.34004102882955","73.91409410883114","74.81776582983021","75.01763258183314","73.58969716612988","75.95758949494066"
"43000","24.65579664885231","21.477939959062446","28.828518598172753","21.875044018478135","18.166158206897958","24.152949403697903","21.802153514089273","19.473237546747097","23.997148602414892","28.297232660716894","26.578611725881114","30.828608642601925","26.116052031164628","23.28441027662101","30.203575485772287","30.896205220146328","28.358087697989504","32.250512247116156","31.77796188182174","30.16436551756388","33.38853914530759","39.544916706710914","38.05992412720299","41.372968456360084","54.49083435481606","52.076020450253324","56.14057968873914","66.40184207698228","65.33982338512533","67.54536678458956","71.98008720870939","70.50425043886499","73.30210123797686","74.34086805328673","73.13729146416546","74.99555110708856","75.58966397909337","74.41889220412176","76.76809905127114"
"43500","25.423446661518437","24.15527411337904","27.2956619480193","23.69196158498644","19.622805161295286","27.37127643255141","23.029906353271336","18.408262523883543","26.05488783206143","27.490865619136468","26.093222161462077","30.457521255521936","29.388732238910876","26.901331478386382","31.66330088251426","27.088293706041217","23.164097893675137","31.338426576296285","32.6657067511043","29.421386992527083","36.09208795469218","37.1092493762038","32.55075753979374","39.04041751134149","53.93137209158006","52.59754701790024","54.829279662188966","66.49633733513681","63.45297580699298","68.80088601094772","73.13504898938396","71.51134631857545","74.48997068633406","73.55043994164788","72.10295486098374","74.79907352001246","74.27917721884873","72.91626721519118","76.40497053869652"
"44000","23.67490603337329","22.574559562968542","25.869341753491877","23.313097827338417","21.185139633763274","25.812762178331678","22.69991728161813","20.577738582735087","24.580816790402086","28.155295221716813","22.39098311661757","33.917779818282526","28.255335910807368","23.953413861338255","31.940334786330432","27.236771726085536","25.536354062073478","29.597341045028504","31.97133816478816","29.914010691255598","33.96978281935963","38.917602044991604","37.0482781421741","40.74162572024221","54.35243666394416","51.46906318312941","55.95214610419686","65.67410398466701","63.057614093904135","68.04760761070399","71.0297250286574","70.6433803668833","71.6730294963129","73.76958357101405","73.11447998489884","74.45077718249134","74.75634362632337","71.01647580112137","77.3170279129319"
"44500","26.249145043523804","24.32063321343368","28.362398136125265","23.326858268710147","20.882755872015252","25.169142707082663","23.107072358691855","21.5525163299449","26.645768782141786","29.004200044838402","26.71553591864025","30.966719847420894","28.894210758621668","26.84700129556487","31.644178297997794","26.68510232945706","24.936104168706116","29.723393596457136","30.840361113606285","29.17184978155326","32.32227757640688","42.323885865273034","39.727660380082796","43.72025954332141","53.458043792580824","51.908049798041986","54.47635622192239","64.9016470773986","64.2497493234859","65.22599168668405","72.94411907807196","70.29259376939046","74.98951262556953","74.4102705270453","72.80485797163529","76.91665062638255","74.8763864922885","73.92238046234392","75.33833371652574"
"45000","26.1491213489149","24.916097599303217","27.928165364107667","22.170942778144948","20.186306757825896","23.931092378232428","22.508806695500517","21.980509649758723","23.321753524220696","28.15280643723219","26.8937309699591","29.559949157822235","27.055619132163606","24.42100616389805","28.787355373993044","27.630646826996667","25.21428370954361","31.29238965557817","29.573490204676638","27.77052335080825","31.78198784537948","39.49801979650175","35.32453440689458","44.14147239489956","54.01051767881411","52.62019596923528","55.91702826404019","66.09827242877373","64.25839039333273","68.3840469388773","72.1891482975344","71.01536258412072","73.07448560274278","73.97026311350868","72.99950465519491","75.37259299544029","75.66829655947342","73.12384143765148","78.07938162614224"
"45500","24.936625114666192","22.200681484645795","26.925377725828938","23.004416157972063","21.356355292100222","24.207263010946996","23.01249285809486","21.961648286607645","24.643225466437627","26.305142432656652","24.934303242872748","28.594029944399495","27.778242810233525","26.676122664042012","28.589910738408324","26.95983588185584","25.567796509469964","30.461937167859954","31.201206158563046","27.626416127268683","35.679406360680154","38.567165826330445","34.54869750264738","41.66746700084368","54.334735791559794","52.48826609969031","56.10090372111907","67.38924343682271","65.67373072108333","69.3735668724683","71.83362983251403","70.40942780295349","72.59175660643814","73.28141152959756","71.71007335899026","74.7628586541796","74.34146692198789","70.0361886049815","76.47924532793392"
"46000","26.499438445994524","25.283032306093745","27.63681592112374","23.220877416402566","20.800585709964036","26.400661557694733","22.43974184730201","19.905945930501044","23.972729833821244","28.286210299777785","22.608558262462445","31.89111213235254","29.295357162329196","27.23339368100736","30.405499672652308","29.02997357061779","24.293186183203815","33.49838351427382","30.50063430577025","24.716098727847406","33.727574487778234","38.98764518889482","38.04097817832235","41.181667024463614","55.902804163803864","54.443507213415955","57.87491699118947","66.7578408938148","64.81938316876702","68.42366713888242","71.63952008517965","70.46448445516809","73.27373916350379","73.82379879741302","73.27985773004443","74.50826809151712","75.77308042084393","74.05548522993203","77.41056366560541"
"46500","26.365126145803515","23.81719640817183","28.727648221015293","22.005292920269092","19.225436957720937","23.315495247139083","23.943571717993276","22.71394563202046","24.81469384787492","26.080211404593925","21.80370489507455","29.649210318659186","29.42132722328077","25.028949596057643","31.880150945030245","30.278231154592653","27.67097837547623","32.883176974171526","30.664700613012293","29.52434310093342","32.05600765494741","37.75664203827444","36.27349058553411","39.82261286355341","53.42114608713091","49.42868349038176","56.43907786979416","66.13685792490483","64.14372350772788","69.39868426704784","72.5250995953565","71.31970522452093","73.33373557249146","74.30460652346308","73.25440851146084","75.57635725935353","74.20866716425706","71.56565097187146","75.74631059394619"
"47000","24.297130108505325","23.21040367984646","25.8291746547801","23.014616639408384","15.741893781792365","26.20043277384068","20.878549020952445","18.63299814763464","24.36347323899803","26.915616773763645","23.205527701524282","29.601971984286756","27.03614417354483","23.520664977646543","32.91144165924301","26.93906778628161","25.049133758689347","29.83781062033641","31.29894215438219","28.79999033512609","33.97935466648756","38.283537840202555","35.75147546336445","39.826435401416745","53.42964054378967","50.970119475170804","55.4846045462486","67.18689120182646","66.15828124627194","68.93338308140646","72.57180289082845","71.69580132557","73.55204745580461","74.17446578343203","73.35860464620066","74.50718434271205","75.70985067259349","74.76070075709006","76.66519375424888"
"47500","24.912665433234302","20.90023500282072","26.928881029565204","21.593448914337202","18.79873213613414","25.21116882172555","22.80297965702847","19.678239008789607","26.47152767503193","26.810968417648297","23.345006928281435","30.009864703750655","31.299046913195255","27.488430232202333","34.2767163193709","28.238758914210557","26.341761256642688","30.06969250577962","30.736443365948972","28.901600581918284","32.13813676751074","37.701885351656664","36.34014400828433","39.05796244696866","53.537786732017594","52.90789992362279","53.98570285407844","67.2621304499055","65.289744454782","68.2334650075152","72.03597198336712","71.25173220077589","72.73046443937699","73.71187418638866","71.89903503214558","75.23441549537343","74.81005814605385","72.73536307453519","76.33330611940929"
"48000","26.665847802146473","24.414630684841647","29.08117244603887","22.601674966343392","21.183023781983014","24.317302591630153","21.600056659988457","16.98208220980095","24.613285592599095","27.33584240424768","25.1012396673976","28.152098531948592","30.334104718760617","25.87278928392808","33.36232033637704","26.031070509625753","23.616213505411157","27.68790719760357","30.876029067635784","27.15229723043556","32.875541453628855","38.52621773781681","37.20214163348642","39.76652119873905","53.090940066123835","50.80884758803287","56.53815216352612","67.74963147371585","66.92860824158211","68.325108687145","72.57859952060203","71.50727499626221","73.78194203139007","74.08509584442328","72.96305569249878","75.0108189053881","74.42854325231548","72.43150545369227","76.26071123082299"
"48500","24.195752311441062","22.21351036943775","26.23644337667907","20.396064161454028","16.189117842549418","24.069761001125638","22.063786453233615","19.505927127477833","23.754145634117133","29.614206891364056","26.381303095353836","31.72425329258497","30.17299700239084","27.34522778335861","34.570129753313374","26.643999498894107","24.043217501022372","29.47228204236084","26.088932078281392","23.087731290583193","28.706781027765583","38.00192730386345","34.35794665750766","40.19218144133232","54.70453709373301","52.39682382187611","56.70426541255033","65.95029500832067","60.81928326121838","69.55615137699435","72.9107416159862","71.5905854964092","74.05793269726583","74.52457315069633","73.74445874939204","76.2756898903489","76.0886693997931","74.38402144188673","77.52270480618758"
"49000","27.266949621412714","24.39761827731879","31.46915977376123","25.36896156081132","24.744803237041875","25.981223316206513","21.380911820562947","19.822605706709904","24.073226358843378","27.02589217344706","25.765667270777147","28.52504140981649","28.885061637670013","27.439858706782992","31.04879786473346","27.0540620712535","22.24700716920105","29.716703242172947","31.146749463622243","25.74405479205874","36.40480712098984","38.742315794496406","36.781127653742686","40.74525315929405","52.5408520147077","49.26763673329014","54.32276183823915","66.15570188117387","64.44171091360867","69.17568757108216","72.94522156516322","71.10848858303605","75.7350525265275","74.17471089534226","72.93368541385195","76.15055715666477","75.35685661213304","74.60629999568881","76.75339152323886"
"49500","26.31462319993576","24.480728454111386","27.302015833949483","25.588200803398543","23.68739520475588","27.226276273876522","20.94592751260408","18.837525919145783","22.06587440799313","26.79385142739952","24.230143723483224","29.71302281161952","28.589698402859256","25.94445760788989","31.364471829889716","28.502685679300907","24.161226125643438","31.21572469276112","30.282579272655145","27.29199400732427","35.7953302783734","40.12664143278549","38.54758852580798","42.87981283087184","52.757298481084405","50.67256193417487","53.75607829243905","66.32866231660932","62.712232756627074","69.94640010900322","72.62464854437462","71.1146156101206","73.79976185150932","74.00537334129739","73.15828641297827","76.24452957888056","74.75733681576976","73.6495903448712","75.87257610528158"
"50000","23.899017287901614","19.374997046548785","25.622099615933706","24.270582957818583","21.032795416858136","27.369694386814547","23.06712446494246","20.639803722843393","24.659672545277544","27.94935775225697","25.51167145396191","29.879330689847606","27.60352151994156","22.13337669596927","29.932561638708737","27.992804829814318","26.11983563378628","31.392460186488236","29.75644740656493","28.981316362345773","30.968962385456223","40.11965701859555","37.795065403305856","41.91281994606863","53.64253663350406","51.167663767989204","57.76644719345022","64.86672581280965","63.80598573789001","66.04983672299622","71.7354089599607","69.80406091668632","74.26866981441603","74.57204844515125","73.658145796294","75.33994847783859","75.54471363325085","74.54591915332446","76.07970696197157"
"50500","25.548026362385393","21.87511288416928","30.059165443385016","20.792051031177607","19.31269203639886","22.53639274577945","24.451171358852417","20.072507783255325","29.331317362091436","28.610306350415684","24.46877681540686","31.003512013000933","29.217563588168048","26.833648415048657","31.513443976789407","28.675549122902783","26.164802470346498","30.37440627699034","31.287646733773393","29.958623616264386","32.66824707185517","38.156841665705144","35.695266477300336","40.70577750561558","52.48440493055002","49.78764192013248","56.27695946172631","67.54990169391327","65.80975403954864","69.51886534539756","72.54218566565545","71.83246950672208","73.87508246664815","73.65966392856063","72.70633604876872","75.54842650825829","74.75098938031236","73.37865796766164","75.69068594147753"
